"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"65.163.12","False","True",325741,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.06 x 0.51 x 0.31 in. (2.69 x 1.3 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325741","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.13","False","True",325742,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.51 x 0.83 x 0.31 in. (1.3 x 2.11 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325742","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.14","False","True",325743,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.18 x 1.57 x 0.31 in. (3 x 3.99 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325743","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.15","False","True",325744,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.98 x 0.87 x 0.28 in. (2.49 x 2.21 x 0.71 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325744","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.16","False","True",325745,"Ancient Near Eastern Art","Relief","Furniture plaque carved in relief with man holding vessel to his mouth","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.14 x 0.87 x 0.16 in. (2.9 x 2.21 x 0.41 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325745","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.17","False","True",325746,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.63 x 2.05 x 0.31 in. (1.6 x 5.21 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325746","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.18","False","True",325747,"Ancient Near Eastern Art","Relief","Furniture plaque carved in relief with spear","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.87 x 1.81 x 0.31 in. (2.21 x 4.6 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325747","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.19","False","True",325748,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.06 x 3.62 x 0.28 in. (2.69 x 9.19 x 0.71 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325748","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.20","False","True",325749,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.06 x 1.93 x 0.39 in. (2.69 x 4.9 x 0.99 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325749","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.21","False","True",325750,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.59 x 1.42 x 0.39 in. (1.5 x 3.61 x 0.99 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325750","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.22","False","True",325751,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","H. 13/16 x W. 1 3/16 x D. 3/16 in. (2.1 x 3 x 0.5 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325751","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.23","False","True",325752,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.98 x 0.75 x 0.2 in. (2.49 x 1.91 x 0.51 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325752","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.24","False","True",325753,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.18 x 1.3 x 0.31 in. (3 x 3.3 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325753","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.25","False","True",325754,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.55 x 1.06 x 0.2 in. (1.4 x 2.69 x 0.51 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325754","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.26","False","True",325755,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.42 x 0.87 x 0.31 in. (3.61 x 2.21 x 0.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325755","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.27","False","True",325756,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.26 x 0.63 x 0.2 in. (3.2 x 1.6 x 0.51 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325756","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.28","False","True",325757,"Ancient Near Eastern Art","Relief","Ivory fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.83 x 1.5 x 0.24 in. (2.11 x 3.81 x 0.61 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Ornaments","","http://www.metmuseum.org/art/collection/search/325757","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.29","False","True",325758,"Ancient Near Eastern Art","Pyxis","Pyxis fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.94 x 1.42 in. (2.39 x 3.61 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Vessels","","http://www.metmuseum.org/art/collection/search/325758","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.30","False","True",325759,"Ancient Near Eastern Art","Handle","Handle","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Bone","2.76 in. (7.01 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Implements","","http://www.metmuseum.org/art/collection/search/325759","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.31","False","True",325760,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.46 x 0.83 x 0.12 in. (3.71 x 2.11 x 0.3 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325760","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.32","False","True",325761,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","1.57 x 0.98 x 0.12 in. (3.99 x 2.49 x 0.3 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325761","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.33","False","True",325762,"Ancient Near Eastern Art","Relief","Plaque fragment with an incised ostrich","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Bone","2.01 x 1.38 x 0.2 in. (5.11 x 3.51 x 0.51 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325762","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.34","False","True",325763,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.94 x 1.81 x 0.24 in. (2.39 x 4.6 x 0.61 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325763","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.35","False","True",325764,"Ancient Near Eastern Art","Relief","Plaque fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ivory","0.87 x 0.83 x 0.24 in. (2.21 x 2.11 x 0.61 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/325764","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.36","False","True",325765,"Ancient Near Eastern Art","Beaker","Beaker with tongue and guilloche patterns","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Glass, Egyptian Blue","4.8 in. (12.19 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Glass-Vessels","","http://www.metmuseum.org/art/collection/search/325765","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.37","False","True",325766,"Ancient Near Eastern Art","Handle","Handle","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Glass, Egyptian Blue","0.87 x 2.24 x 6.14 in. (2.21 x 5.69 x 15.6 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Glass-Implements","","http://www.metmuseum.org/art/collection/search/325766","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.38","False","True",325767,"Ancient Near Eastern Art","Cosmetic stand","Cosmetic stand","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Egyptian Blue","3.31 in. (8.41 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Glass-Implements","","http://www.metmuseum.org/art/collection/search/325767","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.39","False","True",325768,"Ancient Near Eastern Art","Bead","Bead","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Glass, Egyptian Blue","3.58 in. (9.09 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Glass-Ornaments","","http://www.metmuseum.org/art/collection/search/325768","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.40","False","True",325769,"Ancient Near Eastern Art","Loop","Loop","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Glass, Egyptian Blue","5 3/8 x 13/16 in. (13.6 x 2 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Glass-Vessels","","http://www.metmuseum.org/art/collection/search/325769","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.41","False","True",325770,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Ceramic","1.14 in. (2.9 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Ceramics-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/325770","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.42","False","True",325771,"Ancient Near Eastern Art","Sculpture","Upper part of a lion's head","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Wood","0.94 x 1.14 x 0.98 in. (2.39 x 2.9 x 2.49 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Wood-Sculpture","","http://www.metmuseum.org/art/collection/search/325771","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.43","False","True",325772,"Ancient Near Eastern Art","Relief","Relief fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Wood","0.98 x 0.87 x 0.03 in. (2.49 x 2.21 x 0.08 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Wood-Reliefs","","http://www.metmuseum.org/art/collection/search/325772","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.44","False","True",325773,"Ancient Near Eastern Art","Relief","Relief fragment","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Wood","1.22 x 1.38 x 0.71 in. (3.1 x 3.51 x 1.8 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Wood-Reliefs","","http://www.metmuseum.org/art/collection/search/325773","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.45a, b","False","True",325774,"Ancient Near Eastern Art","Relief","Relief fragments","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Wood","a) H. 2.6 cm x W. 1.5 cm x Th. .4 cm
b) H. 2.1 cm x W. 1.5 cm x Th. .4 cm","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Wood-Reliefs","","http://www.metmuseum.org/art/collection/search/325774","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.46a, b","False","True",325775,"Ancient Near Eastern Art","Furniture elements","Furniture elements","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Wood","a) H. 11.5 cm x Diam. 5.4 cm
b) H. 5.9 cm x Diam. 5.5 cm","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Wood-Sculpture","","http://www.metmuseum.org/art/collection/search/325775","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.47","False","True",325776,"Ancient Near Eastern Art","Mace ","Mace head","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Limestone","3.46 in. (8.79 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Stone-Implements","","http://www.metmuseum.org/art/collection/search/325776","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.48","False","True",325777,"Ancient Near Eastern Art","Mace ","Mace head","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Limestone, gold","2.8 in. (7.11 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Stone-Implements","","http://www.metmuseum.org/art/collection/search/325777","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.49","False","True",325778,"Ancient Near Eastern Art","Mace ","Mace head","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Limestone","2.44 in. (6.2 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Stone-Implements","","http://www.metmuseum.org/art/collection/search/325778","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.50","False","True",325779,"Ancient Near Eastern Art","Mace ","Mace head","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Limestone (?)","3.15 in. (8 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Stone-Implements","","http://www.metmuseum.org/art/collection/search/325779","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.51","False","True",325780,"Ancient Near Eastern Art","Beaker","Beaker with bronze pin in base","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Jasper conglomerate, bronze","5.75 in. (14.61 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Stone-Vessels","","http://www.metmuseum.org/art/collection/search/325780","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"65.163.52","False","True",325781,"Ancient Near Eastern Art","Harness or bridle fitting (?)","Harness or bridle fitting (?)","Iran","Iron Age II","","","","","","","","","","","","","ca. 9th century B.C.",-900,-800,"Shell","1.5 x 0.87 x 0.59 in. (3.81 x 2.21 x 1.5 cm)","Rogers Fund, 1965","","","","","","Iran","Hasanlu","","","","","Shell-Equestrian","","http://www.metmuseum.org/art/collection/search/325781","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
